k,ann_ret,ann_vol,sharpe,max_dd,hit_rate
12,0.11321200911379167,0.15049350727101576,0.7522717170111145,-0.5132029250153473,0.6370757180156658
13,0.11651307063357325,0.1509512760427782,0.7718587989978603,-0.49632862944951084,0.6370757180156658
14,0.11645796498849763,0.14786535242383333,0.7875946804271547,-0.4560956906892412,0.6449086161879896
15,0.12151092773299088,0.16180781517465573,0.7509583366034064,-0.5101272270579109,0.6501305483028721
16,0.11176236625184692,0.14486291293147938,0.77150434151984,-0.5071467805227606,0.6449086161879896
